P_G2_MW,P_G3_MW
20.468,13.545
20.468,14.147
20.468,15.351
20.468,15.953
20.468,17.157
20.468,17.759
20.468,19.565
20.468,20.167
20.468,21.371
20.468,21.973
20.468,23.177
20.468,23.779
20.468,24.983
20.468,25.585
20.468,26.187
20.468,129.732
20.468,130.936
20.468,131.538
20.468,132.742
20.468,133.344
20.468,134.548
20.468,135.151
20.468,136.355
20.468,136.957
20.468,138.763
20.468,139.365
20.468,140.569
20.468,141.171
20.468,142.375
20.468,142.977
20.468,144.783
20.468,145.385
20.468,146.589
20.468,147.191
20.468,148.395
20.468,148.997
20.468,150.201
20.468,150.803
20.468,152.007
20.468,152.609
20.468,154.415
20.468,155.017
20.468,156.221
20.468,156.823
20.468,158.027
20.468,158.629
20.468,160.435
20.468,161.037
20.468,162.241
20.468,162.843
20.468,163.445
20.769,9.933
20.769,10.234
20.769,10.535
20.769,10.836
20.769,11.137
20.769,11.739
20.769,12.04
20.769,12.341
20.769,12.642
20.769,12.943
20.769,13.244
20.769,13.545
20.769,14.147
20.769,14.448
20.769,14.749
20.769,15.05
20.769,15.351
20.769,15.953
20.769,16.254
20.769,16.555
20.769,16.856
20.769,17.157
20.769,17.759
20.769,18.06
20.769,18.361
20.769,18.662
20.769,18.963
20.769,19.264
20.769,19.565
20.769,20.167
20.769,20.468
20.769,20.769
20.769,21.07
20.769,21.371
20.769,21.973
20.769,22.274
20.769,22.575
20.769,22.876
20.769,23.177
20.769,23.779
20.769,24.08
20.769,24.381
20.769,24.682
20.769,24.983
20.769,25.585
20.769,25.886
20.769,26.187
20.769,129.732
20.769,130.033
20.769,130.334
20.769,130.635
20.769,130.936
20.769,131.538
20.769,131.839
20.769,132.14
20.769,132.441
20.769,132.742
20.769,133.344
20.769,133.646
20.769,133.946
20.769,134.248
20.769,134.548
20.769,135.151
20.769,135.452
20.769,135.752
20.769,136.054
20.769,136.355
20.769,136.957
20.769,137.258
20.769,137.559
20.769,137.86
20.769,138.161
20.769,138.462
20.769,138.763
20.769,139.365
20.769,139.666
20.769,139.967
20.769,140.268
20.769,140.569
20.769,141.171
20.769,141.472
20.769,141.773
20.769,142.074
20.769,142.375
20.769,142.977
20.769,143.278
20.769,143.579
20.769,143.88
20.769,144.181
20.769,144.482
20.769,144.783
20.769,145.385
20.769,145.686
20.769,145.987
20.769,146.288
20.769,146.589
20.769,147.191
20.769,147.492
20.769,147.793
20.769,148.094
20.769,148.395
20.769,148.997
20.769,149.298
20.769,149.599
20.769,149.9
20.769,150.201
20.769,150.803
20.769,151.104
20.769,151.405
20.769,151.706
20.769,152.007
20.769,152.609
20.769,152.91
20.769,153.211
20.769,153.512
20.769,153.813
20.769,154.114
20.769,154.415
20.769,155.017
20.769,155.318
20.769,155.619
20.769,155.92
20.769,156.221
20.769,156.823
20.769,157.124
20.769,157.425
20.769,157.726
20.769,158.027
20.769,158.629
20.769,158.93
20.769,159.231
20.769,159.532
20.769,159.833
20.769,160.134
20.769,160.435
20.769,161.037
20.769,161.338
20.769,161.639
20.769,161.94
20.769,162.241
20.769,162.843
20.769,163.144
20.769,163.445
21.371,9.933
21.371,10.234
21.371,10.535
21.371,10.836
21.371,11.137
21.371,11.739
21.371,12.04
21.371,12.341
21.371,12.642
21.371,12.943
21.371,13.244
21.371,13.545
21.371,14.147
21.371,14.448
21.371,14.749
21.371,15.05
21.371,15.351
21.371,15.953
21.371,16.254
21.371,16.555
21.371,16.856
21.371,17.157
21.371,17.759
21.371,18.06
21.371,18.361
21.371,18.662
21.371,18.963
21.371,19.264
21.371,19.565
21.371,20.167
21.371,20.468
21.371,20.769
21.371,21.07
21.371,21.371
21.371,21.973
21.371,22.274
21.371,22.575
21.371,22.876
21.371,23.177
21.371,23.779
21.371,24.08
21.371,24.381
21.371,24.682
21.371,24.983
21.371,128.528
21.371,128.829
21.371,129.13
21.371,129.732
21.371,130.033
21.371,130.334
21.371,130.635
21.371,130.936
21.371,131.538
21.371,131.839
21.371,132.14
21.371,132.441
21.371,132.742
21.371,133.344
21.371,133.646
21.371,133.946
21.371,134.248
21.371,134.548
21.371,135.151
21.371,135.452
21.371,135.752
21.371,136.054
21.371,136.355
21.371,136.957
21.371,137.258
21.371,137.559
21.371,137.86
21.371,138.161
21.371,138.462
21.371,138.763
21.371,139.365
21.371,139.666
21.371,139.967
21.371,140.268
21.371,140.569
21.371,141.171
21.371,141.472
21.371,141.773
21.371,142.074
21.371,142.375
21.371,142.977
21.371,143.278
21.371,143.579
21.371,143.88
21.371,144.181
21.371,144.482
21.371,144.783
21.371,145.385
21.371,145.686
21.371,145.987
21.371,146.288
21.371,146.589
21.371,147.191
21.371,147.492
21.371,147.793
21.371,148.094
21.371,148.395
21.371,148.997
21.371,149.298
21.371,149.599
21.371,149.9
21.371,150.201
21.371,150.803
21.371,151.104
21.371,151.405
21.371,151.706
21.371,152.007
21.371,152.609
21.371,152.91
21.371,153.211
21.371,153.512
21.371,153.813
21.371,154.114
21.371,154.415
21.371,155.017
21.371,155.318
21.371,155.619
21.371,155.92
21.371,156.221
21.371,156.823
21.371,157.124
21.371,157.425
21.371,157.726
21.371,158.027
21.371,158.629
21.371,158.93
21.371,159.231
21.371,159.532
21.371,159.833
21.371,160.134
21.371,160.435
21.371,161.037
21.371,161.338
21.371,161.639
21.371,161.94
21.371,162.241
21.672,9.933
21.672,11.137
21.672,11.739
21.672,13.545
21.672,14.147
21.672,15.351
21.672,15.953
21.672,17.157
21.672,17.759
21.672,19.565
21.672,20.167
21.672,21.371
21.672,21.973
21.672,23.177
21.672,23.779
21.672,24.983
21.672,128.528
21.672,129.13
21.672,129.732
21.672,130.936
21.672,131.538
21.672,132.742
21.672,133.344
21.672,134.548
21.672,135.151
21.672,136.355
21.672,136.957
21.672,138.763
21.672,139.365
21.672,140.569
21.672,141.171
21.672,142.375
21.672,142.977
21.672,144.783
21.672,145.385
21.672,146.589
21.672,147.191
21.672,148.395
21.672,148.997
21.672,150.201
21.672,150.803
21.672,152.007
21.672,152.609
21.672,154.415
21.672,155.017
21.672,156.221
21.672,156.823
21.672,158.027
21.672,158.629
21.672,160.435
21.672,161.037
21.672,162.241
21.973,9.933
21.973,10.234
21.973,10.535
21.973,10.836
21.973,11.137
21.973,11.739
21.973,12.04
21.973,12.341
21.973,12.642
21.973,12.943
21.973,13.244
21.973,13.545
21.973,14.147
21.973,14.448
21.973,14.749
21.973,15.05
21.973,15.351
21.973,15.953
21.973,16.254
21.973,16.555
21.973,16.856
21.973,17.157
21.973,17.759
21.973,18.06
21.973,18.361
21.973,18.662
21.973,18.963
21.973,19.264
21.973,19.565
21.973,20.167
21.973,20.468
21.973,20.769
21.973,21.07
21.973,21.371
21.973,21.973
21.973,22.274
21.973,22.575
21.973,22.876
21.973,23.177
21.973,23.779
21.973,24.08
21.973,24.381
21.973,24.682
21.973,24.983
21.973,128.528
21.973,128.829
21.973,129.13
21.973,129.732
21.973,130.033
21.973,130.334
21.973,130.635
21.973,130.936
21.973,131.538
21.973,131.839
21.973,132.14
21.973,132.441
21.973,132.742
21.973,133.344
21.973,133.646
21.973,133.946
21.973,134.248
21.973,134.548
21.973,135.151
21.973,135.452
21.973,135.752
21.973,136.054
21.973,136.355
21.973,136.957
21.973,137.258
21.973,137.559
21.973,137.86
21.973,138.161
21.973,138.462
21.973,138.763
21.973,139.365
21.973,139.666
21.973,139.967
21.973,140.268
21.973,140.569
21.973,141.171
21.973,141.472
21.973,141.773
21.973,142.074
21.973,142.375
21.973,142.977
21.973,143.278
21.973,143.579
21.973,143.88
21.973,144.181
21.973,144.482
21.973,144.783
21.973,145.385
21.973,145.686
21.973,145.987
21.973,146.288
21.973,146.589
21.973,147.191
21.973,147.492
21.973,147.793
21.973,148.094
21.973,148.395
21.973,148.997
21.973,149.298
21.973,149.599
21.973,149.9
21.973,150.201
21.973,150.803
21.973,151.104
21.973,151.405
21.973,151.706
21.973,152.007
21.973,152.609
21.973,152.91
21.973,153.211
21.973,153.512
21.973,153.813
21.973,154.114
21.973,154.415
21.973,155.017
21.973,155.318
21.973,155.619
21.973,155.92
21.973,156.221
21.973,156.823
21.973,157.124
21.973,157.425
21.973,157.726
21.973,158.027
21.973,158.629
21.973,158.93
21.973,159.231
21.973,159.532
21.973,159.833
21.973,160.134
21.973,160.435
21.973,161.037
21.973,161.338
21.973,161.639
21.973,161.94
21.973,162.241
22.575,9.933
22.575,10.234
22.575,10.535
22.575,10.836
22.575,11.137
22.575,11.739
22.575,12.04
22.575,12.341
22.575,12.642
22.575,12.943
22.575,13.244
22.575,13.545
22.575,14.147
22.575,14.448
22.575,14.749
22.575,15.05
22.575,15.351
22.575,15.953
22.575,16.254
22.575,16.555
22.575,16.856
22.575,17.157
22.575,17.759
22.575,18.06
22.575,18.361
22.575,18.662
22.575,18.963
22.575,19.264
22.575,19.565
22.575,20.167
22.575,20.468
22.575,20.769
22.575,21.07
22.575,21.371
22.575,21.973
22.575,22.274
22.575,22.575
22.575,22.876
22.575,23.177
22.575,23.779
22.575,24.08
22.575,24.381
22.575,129.732
22.575,130.033
22.575,130.334
22.575,130.635
22.575,130.936
22.575,131.538
22.575,131.839
22.575,132.14
22.575,132.441
22.575,132.742
22.575,133.344
22.575,133.646
22.575,133.946
22.575,134.248
22.575,134.548
22.575,135.151
22.575,135.452
22.575,135.752
22.575,136.054
22.575,136.355
22.575,136.957
22.575,137.258
22.575,137.559
22.575,137.86
22.575,138.161
22.575,138.462
22.575,138.763
22.575,139.365
22.575,139.666
22.575,139.967
22.575,140.268
22.575,140.569
22.575,141.171
22.575,141.472
22.575,141.773
22.575,142.074
22.575,142.375
22.575,142.977
22.575,143.278
22.575,143.579
22.575,143.88
22.575,144.181
22.575,144.482
22.575,144.783
22.575,145.385
22.575,145.686
22.575,145.987
22.575,146.288
22.575,146.589
22.575,147.191
22.575,147.492
22.575,147.793
22.575,148.094
22.575,148.395
22.575,148.997
22.575,149.298
22.575,149.599
22.575,149.9
22.575,150.201
22.575,150.803
22.575,151.104
22.575,151.405
22.575,151.706
22.575,152.007
22.575,152.609
22.575,152.91
22.575,153.211
22.575,153.512
22.575,153.813
22.575,154.114
22.575,154.415
22.575,155.017
22.575,155.318
22.575,155.619
22.575,155.92
22.575,156.221
22.575,156.823
22.575,157.124
22.575,157.425
22.575,157.726
22.575,158.027
22.575,158.629
22.575,158.93
22.575,159.231
22.575,159.532
22.575,159.833
22.575,160.134
22.575,160.435
22.876,9.933
22.876,11.137
22.876,11.739
22.876,13.545
22.876,14.147
22.876,15.351
22.876,15.953
22.876,17.157
22.876,17.759
22.876,19.565
22.876,20.167
22.876,21.371
22.876,21.973
22.876,23.177
22.876,23.779
22.876,24.381
22.876,129.732
22.876,130.936
22.876,131.538
22.876,132.742
22.876,133.344
22.876,134.548
22.876,135.151
22.876,136.355
22.876,136.957
22.876,138.763
22.876,139.365
22.876,140.569
22.876,141.171
22.876,142.375
22.876,142.977
22.876,144.783
22.876,145.385
22.876,146.589
22.876,147.191
22.876,148.395
22.876,148.997
22.876,150.201
22.876,150.803
22.876,152.007
22.876,152.609
22.876,154.415
22.876,155.017
22.876,156.221
22.876,156.823
22.876,158.027
22.876,158.629
22.876,160.435
23.177,9.933
23.177,11.137
23.177,11.739
23.177,13.545
23.177,14.147
23.177,15.351
23.177,15.953
23.177,17.157
23.177,17.759
23.177,19.565
23.177,20.167
23.177,21.371
23.177,21.973
23.177,23.177
23.177,23.779
23.177,24.08
23.177,24.381
23.177,129.732
23.177,130.936
23.177,131.538
23.177,132.742
23.177,133.344
23.177,134.548
23.177,135.151
23.177,136.355
23.177,136.957
23.177,138.763
23.177,139.365
23.177,140.569
23.177,141.171
23.177,142.375
23.177,142.977
23.177,144.783
23.177,145.385
23.177,146.589
23.177,147.191
23.177,148.395
23.177,148.997
23.177,150.201
23.177,150.803
23.177,152.007
23.177,152.609
23.177,154.415
23.177,155.017
23.177,156.221
23.177,156.823
23.177,158.027
23.177,158.629
23.177,159.833
23.177,160.134
23.177,160.435
23.478,9.933
23.478,11.137
23.478,11.739
23.478,13.545
23.478,14.147
23.478,15.351
23.478,15.953
23.478,17.157
23.478,17.759
23.478,19.565
23.478,20.167
23.478,21.371
23.478,21.973
23.478,23.177
23.478,129.732
23.478,130.936
23.478,131.538
23.478,132.742
23.478,133.344
23.478,134.548
23.478,135.151
23.478,136.355
23.478,136.957
23.478,138.763
23.478,139.365
23.478,140.569
23.478,141.171
23.478,142.375
23.478,142.977
23.478,144.783
23.478,145.385
23.478,146.589
23.478,147.191
23.478,148.395
23.478,148.997
23.478,150.201
23.478,150.803
23.478,152.007
23.478,152.609
23.478,154.415
23.478,155.017
23.478,156.221
23.478,156.823
23.478,158.027
23.478,158.629
23.478,159.833
23.779,9.933
23.779,10.234
23.779,10.535
23.779,10.836
23.779,11.137
23.779,11.739
23.779,12.04
23.779,12.341
23.779,12.642
23.779,12.943
23.779,13.244
23.779,13.545
23.779,14.147
23.779,14.448
23.779,14.749
23.779,15.05
23.779,15.351
23.779,15.953
23.779,16.254
23.779,16.555
23.779,16.856
23.779,17.157
23.779,17.759
23.779,18.06
23.779,18.361
23.779,18.662
23.779,18.963
23.779,19.264
23.779,19.565
23.779,20.167
23.779,20.468
23.779,20.769
23.779,21.07
23.779,21.371
23.779,21.973
23.779,22.274
23.779,22.575
23.779,22.876
23.779,23.177
23.779,129.732
23.779,130.033
23.779,130.334
23.779,130.635
23.779,130.936
23.779,131.538
23.779,131.839
23.779,132.14
23.779,132.441
23.779,132.742
23.779,133.344
23.779,133.646
23.779,133.946
23.779,134.248
23.779,134.548
23.779,135.151
23.779,135.452
23.779,135.752
23.779,136.054
23.779,136.355
23.779,136.957
23.779,137.258
23.779,137.559
23.779,137.86
23.779,138.161
23.779,138.462
23.779,138.763
23.779,139.365
23.779,139.666
23.779,139.967
23.779,140.268
23.779,140.569
23.779,141.171
23.779,141.472
23.779,141.773
23.779,142.074
23.779,142.375
23.779,142.977
23.779,143.278
23.779,143.579
23.779,143.88
23.779,144.181
23.779,144.482
23.779,144.783
23.779,145.385
23.779,145.686
23.779,145.987
23.779,146.288
23.779,146.589
23.779,147.191
23.779,147.492
23.779,147.793
23.779,148.094
23.779,148.395
23.779,148.997
23.779,149.298
23.779,149.599
23.779,149.9
23.779,150.201
23.779,150.803
23.779,151.104
23.779,151.405
23.779,151.706
23.779,152.007
23.779,152.609
23.779,152.91
23.779,153.211
23.779,153.512
23.779,153.813
23.779,154.114
23.779,154.415
23.779,155.017
23.779,155.318
23.779,155.619
23.779,155.92
23.779,156.221
23.779,156.823
23.779,157.124
23.779,157.425
23.779,157.726
23.779,158.027
23.779,158.629
23.779,158.93
23.779,159.231
23.779,159.532
23.779,159.833
24.381,9.933
24.381,10.234
24.381,10.535
24.381,10.836
24.381,11.137
24.381,11.739
24.381,12.04
24.381,12.341
24.381,12.642
24.381,12.943
24.381,13.244
24.381,13.545
24.381,14.147
24.381,14.448
24.381,14.749
24.381,15.05
24.381,15.351
24.381,15.953
24.381,16.254
24.381,16.555
24.381,16.856
24.381,17.157
24.381,17.759
24.381,18.06
24.381,18.361
24.381,18.662
24.381,18.963
24.381,19.264
24.381,19.565
24.381,20.167
24.381,20.468
24.381,20.769
24.381,21.07
24.381,21.371
24.381,129.732
24.381,130.033
24.381,130.334
24.381,130.635
24.381,130.936
24.381,131.538
24.381,131.839
24.381,132.14
24.381,132.441
24.381,132.742
24.381,133.344
24.381,133.646
24.381,133.946
24.381,134.248
24.381,134.548
24.381,135.151
24.381,135.452
24.381,135.752
24.381,136.054
24.381,136.355
24.381,136.957
24.381,137.258
24.381,137.559
24.381,137.86
24.381,138.161
24.381,138.462
24.381,138.763
24.381,139.365
24.381,139.666
24.381,139.967
24.381,140.268
24.381,140.569
24.381,141.171
24.381,141.472
24.381,141.773
24.381,142.074
24.381,142.375
24.381,142.977
24.381,143.278
24.381,143.579
24.381,143.88
24.381,144.181
24.381,144.482
24.381,144.783
24.381,145.385
24.381,145.686
24.381,145.987
24.381,146.288
24.381,146.589
24.381,147.191
24.381,147.492
24.381,147.793
24.381,148.094
24.381,148.395
24.381,148.997
24.381,149.298
24.381,149.599
24.381,149.9
24.381,150.201
24.381,150.803
24.381,151.104
24.381,151.405
24.381,151.706
24.381,152.007
24.381,152.609
24.381,152.91
24.381,153.211
24.381,153.512
24.381,153.813
24.381,154.114
24.381,154.415
24.381,155.017
24.381,155.318
24.381,155.619
24.381,155.92
24.381,156.221
24.381,156.823
24.381,157.124
24.381,157.425
24.381,157.726
24.381,158.027
24.381,158.629
24.381,158.93
24.381,159.231
24.682,9.933
24.682,11.137
24.682,11.739
24.682,13.545
24.682,14.147
24.682,15.351
24.682,15.953
24.682,17.157
24.682,17.759
24.682,19.565
24.682,20.167
24.682,21.371
24.682,129.732
24.682,130.936
24.682,131.538
24.682,132.742
24.682,133.344
24.682,134.548
24.682,135.151
24.682,136.355
24.682,136.957
24.682,138.763
24.682,139.365
24.682,140.569
24.682,141.171
24.682,142.375
24.682,142.977
24.682,144.783
24.682,145.385
24.682,146.589
24.682,147.191
24.682,148.395
24.682,148.997
24.682,150.201
24.682,150.803
24.682,152.007
24.682,152.609
24.682,154.415
24.682,155.017
24.682,156.221
24.682,156.823
24.682,158.027
24.682,158.629
24.682,159.231
24.983,9.933
24.983,11.137
24.983,11.739
24.983,13.545
24.983,14.147
24.983,15.351
24.983,15.953
24.983,17.157
24.983,17.759
24.983,19.565
24.983,20.167
24.983,21.371
24.983,129.732
24.983,130.936
24.983,131.538
24.983,132.742
24.983,133.344
24.983,134.548
24.983,135.151
24.983,136.355
24.983,136.957
24.983,138.763
24.983,139.365
24.983,140.569
24.983,141.171
24.983,142.375
24.983,142.977
24.983,144.783
24.983,145.385
24.983,146.589
24.983,147.191
24.983,148.395
24.983,148.997
24.983,150.201
24.983,150.803
24.983,152.007
24.983,152.609
24.983,154.415
24.983,155.017
24.983,156.221
24.983,156.823
24.983,158.027
24.983,158.629
24.983,158.93
24.983,159.231
25.284,9.933
25.284,11.137
25.284,11.739
25.284,13.545
25.284,14.147
25.284,15.351
25.284,15.953
25.284,17.157
25.284,17.759
25.284,19.565
25.284,20.167
25.284,21.371
25.284,129.732
25.284,130.936
25.284,131.538
25.284,132.742
25.284,133.344
25.284,134.548
25.284,135.151
25.284,136.355
25.284,136.957
25.284,138.763
25.284,139.365
25.284,140.569
25.284,141.171
25.284,142.375
25.284,142.977
25.284,144.783
25.284,145.385
25.284,146.589
25.284,147.191
25.284,148.395
25.284,148.997
25.284,150.201
25.284,150.803
25.284,152.007
25.284,152.609
25.284,154.415
25.284,155.017
25.284,156.221
25.284,156.823
25.284,158.027
25.585,9.933
25.585,10.234
25.585,10.535
25.585,10.836
25.585,11.137
25.585,11.739
25.585,12.04
25.585,12.341
25.585,12.642
25.585,12.943
25.585,13.244
25.585,13.545
25.585,14.147
25.585,14.448
25.585,14.749
25.585,15.05
25.585,15.351
25.585,15.953
25.585,16.254
25.585,16.555
25.585,16.856
25.585,17.157
25.585,17.759
25.585,18.06
25.585,18.361
25.585,18.662
25.585,18.963
25.585,19.264
25.585,19.565
25.585,20.167
25.585,20.468
25.585,20.769
25.585,21.07
25.585,21.371
25.585,129.732
25.585,130.033
25.585,130.334
25.585,130.635
25.585,130.936
25.585,131.538
25.585,131.839
25.585,132.14
25.585,132.441
25.585,132.742
25.585,133.344
25.585,133.646
25.585,133.946
25.585,134.248
25.585,134.548
25.585,135.151
25.585,135.452
25.585,135.752
25.585,136.054
25.585,136.355
25.585,136.957
25.585,137.258
25.585,137.559
25.585,137.86
25.585,138.161
25.585,138.462
25.585,138.763
25.585,139.365
25.585,139.666
25.585,139.967
25.585,140.268
25.585,140.569
25.585,141.171
25.585,141.472
25.585,141.773
25.585,142.074
25.585,142.375
25.585,142.977
25.585,143.278
25.585,143.579
25.585,143.88
25.585,144.181
25.585,144.482
25.585,144.783
25.585,145.385
25.585,145.686
25.585,145.987
25.585,146.288
25.585,146.589
25.585,147.191
25.585,147.492
25.585,147.793
25.585,148.094
25.585,148.395
25.585,148.997
25.585,149.298
25.585,149.599
25.585,149.9
25.585,150.201
25.585,150.803
25.585,151.104
25.585,151.405
25.585,151.706
25.585,152.007
25.585,152.609
25.585,152.91
25.585,153.211
25.585,153.512
25.585,153.813
25.585,154.114
25.585,154.415
25.585,155.017
25.585,155.318
25.585,155.619
25.585,155.92
25.585,156.221
25.585,156.823
25.585,157.124
25.585,157.425
25.585,157.726
25.585,158.027
26.187,9.933
26.187,10.234
26.187,10.535
26.187,10.836
26.187,11.137
26.187,11.739
26.187,12.04
26.187,12.341
26.187,12.642
26.187,12.943
26.187,13.244
26.187,13.545
26.187,14.147
26.187,14.448
26.187,14.749
26.187,15.05
26.187,15.351
26.187,15.953
26.187,16.254
26.187,16.555
26.187,16.856
26.187,17.157
26.187,17.759
26.187,18.06
26.187,18.361
26.187,18.662
26.187,18.963
26.187,19.264
26.187,19.565
26.187,129.732
26.187,130.033
26.187,130.334
26.187,130.635
26.187,130.936
26.187,131.538
26.187,131.839
26.187,132.14
26.187,132.441
26.187,132.742
26.187,133.344
26.187,133.646
26.187,133.946
26.187,134.248
26.187,134.548
26.187,135.151
26.187,135.452
26.187,135.752
26.187,136.054
26.187,136.355
26.187,136.957
26.187,137.258
26.187,137.559
26.187,137.86
26.187,138.161
26.187,138.462
26.187,138.763
26.187,139.365
26.187,139.666
26.187,139.967
26.187,140.268
26.187,140.569
26.187,141.171
26.187,141.472
26.187,141.773
26.187,142.074
26.187,142.375
26.187,142.977
26.187,143.278
26.187,143.579
26.187,143.88
26.187,144.181
26.187,144.482
26.187,144.783
26.187,145.385
26.187,145.686
26.187,145.987
26.187,146.288
26.187,146.589
26.187,147.191
26.187,147.492
26.187,147.793
26.187,148.094
26.187,148.395
26.187,148.997
26.187,149.298
26.187,149.599
26.187,149.9
26.187,150.201
26.187,150.803
26.187,151.104
26.187,151.405
26.187,151.706
26.187,152.007
26.187,152.609
26.187,152.91
26.187,153.211
26.187,153.512
26.187,153.813
26.187,154.114
26.187,154.415
26.187,155.017
26.187,155.318
26.187,155.619
26.187,155.92
26.187,156.221
26.187,156.823
26.187,157.124
26.187,157.425
26.488,9.933
26.488,11.137
26.488,11.739
26.488,13.545
26.488,14.147
26.488,15.351
26.488,15.953
26.488,17.157
26.488,17.759
26.488,19.565
26.488,129.732
26.488,130.936
26.488,131.538
26.488,132.742
26.488,133.344
26.488,134.548
26.488,135.151
26.488,136.355
26.488,136.957
26.488,138.763
26.488,139.365
26.488,140.569
26.488,141.171
26.488,142.375
26.488,142.977
26.488,144.783
26.488,145.385
26.488,146.589
26.488,147.191
26.488,148.395
26.488,148.997
26.488,150.201
26.488,150.803
26.488,152.007
26.488,152.609
26.488,154.415
26.488,155.017
26.488,156.221
26.488,156.823
26.488,157.425
26.789,9.933
26.789,10.234
26.789,10.535
26.789,10.836
26.789,11.137
26.789,11.739
26.789,12.04
26.789,12.341
26.789,12.642
26.789,12.943
26.789,13.244
26.789,13.545
26.789,14.147
26.789,14.448
26.789,14.749
26.789,15.05
26.789,15.351
26.789,15.953
26.789,16.254
26.789,16.555
26.789,16.856
26.789,17.157
26.789,17.759
26.789,18.06
26.789,18.361
26.789,18.662
26.789,18.963
26.789,19.264
26.789,19.565
26.789,129.732
26.789,130.033
26.789,130.334
26.789,130.635
26.789,130.936
26.789,131.538
26.789,131.839
26.789,132.14
26.789,132.441
26.789,132.742
26.789,133.344
26.789,133.646
26.789,133.946
26.789,134.248
26.789,134.548
26.789,135.151
26.789,135.452
26.789,135.752
26.789,136.054
26.789,136.355
26.789,136.957
26.789,137.258
26.789,137.559
26.789,137.86
26.789,138.161
26.789,138.462
26.789,138.763
26.789,139.365
26.789,139.666
26.789,139.967
26.789,140.268
26.789,140.569
26.789,141.171
26.789,141.472
26.789,141.773
26.789,142.074
26.789,142.375
26.789,142.977
26.789,143.278
26.789,143.579
26.789,143.88
26.789,144.181
26.789,144.482
26.789,144.783
26.789,145.385
26.789,145.686
26.789,145.987
26.789,146.288
26.789,146.589
26.789,147.191
26.789,147.492
26.789,147.793
26.789,148.094
26.789,148.395
26.789,148.997
26.789,149.298
26.789,149.599
26.789,149.9
26.789,150.201
26.789,150.803
26.789,151.104
26.789,151.405
26.789,151.706
26.789,152.007
26.789,152.609
26.789,152.91
26.789,153.211
26.789,153.512
26.789,153.813
26.789,154.114
26.789,154.415
26.789,155.017
26.789,155.318
26.789,155.619
26.789,155.92
26.789,156.221
26.789,156.823
26.789,157.124
26.789,157.425
27.391,9.933
27.391,10.234
27.391,10.535
27.391,10.836
27.391,11.137
27.391,11.739
27.391,12.04
27.391,12.341
27.391,12.642
27.391,12.943
27.391,13.244
27.391,13.545
27.391,14.147
27.391,14.448
27.391,14.749
27.391,15.05
27.391,15.351
27.391,15.953
27.391,16.254
27.391,16.555
27.391,16.856
27.391,17.157
27.391,17.759
27.391,18.06
27.391,18.361
27.391,18.662
27.391,18.963
27.391,128.528
27.391,128.829
27.391,129.13
27.391,129.732
27.391,130.033
27.391,130.334
27.391,130.635
27.391,130.936
27.391,131.538
27.391,131.839
27.391,132.14
27.391,132.441
27.391,132.742
27.391,133.344
27.391,133.646
27.391,133.946
27.391,134.248
27.391,134.548
27.391,135.151
27.391,135.452
27.391,135.752
27.391,136.054
27.391,136.355
27.391,136.957
27.391,137.258
27.391,137.559
27.391,137.86
27.391,138.161
27.391,138.462
27.391,138.763
27.391,139.365
27.391,139.666
27.391,139.967
27.391,140.268
27.391,140.569
27.391,141.171
27.391,141.472
27.391,141.773
27.391,142.074
27.391,142.375
27.391,142.977
27.391,143.278
27.391,143.579
27.391,143.88
27.391,144.181
27.391,144.482
27.391,144.783
27.391,145.385
27.391,145.686
27.391,145.987
27.391,146.288
27.391,146.589
27.391,147.191
27.391,147.492
27.391,147.793
27.391,148.094
27.391,148.395
27.391,148.997
27.391,149.298
27.391,149.599
27.391,149.9
27.391,150.201
27.391,150.803
27.391,151.104
27.391,151.405
27.391,151.706
27.391,152.007
27.391,152.609
27.391,152.91
27.391,153.211
27.391,153.512
27.391,153.813
27.391,154.114
27.391,154.415
27.391,155.017
27.391,155.318
27.391,155.619
27.391,155.92
27.391,156.221
27.692,9.933
27.692,11.137
27.692,11.739
27.692,13.545
27.692,14.147
27.692,15.351
27.692,15.953
27.692,17.157
27.692,17.759
27.692,18.963
27.692,128.528
27.692,129.13
27.692,129.732
27.692,130.936
27.692,131.538
27.692,132.742
27.692,133.344
27.692,134.548
27.692,135.151
27.692,136.355
27.692,136.957
27.692,138.763
27.692,139.365
27.692,140.569
27.692,141.171
27.692,142.375
27.692,142.977
27.692,144.783
27.692,145.385
27.692,146.589
27.692,147.191
27.692,148.395
27.692,148.997
27.692,150.201
27.692,150.803
27.692,152.007
27.692,152.609
27.692,154.415
27.692,155.017
27.692,156.221
27.993,9.933
27.993,11.137
27.993,11.739
27.993,13.545
27.993,14.147
27.993,15.351
27.993,15.953
27.993,17.157
27.993,17.759
27.993,18.361
27.993,18.662
27.993,18.963
27.993,128.528
27.993,129.13
27.993,129.732
27.993,130.936
27.993,131.538
27.993,132.742
27.993,133.344
27.993,134.548
27.993,135.151
27.993,136.355
27.993,136.957
27.993,138.763
27.993,139.365
27.993,140.569
27.993,141.171
27.993,142.375
27.993,142.977
27.993,144.783
27.993,145.385
27.993,146.589
27.993,147.191
27.993,148.395
27.993,148.997
27.993,150.201
27.993,150.803
27.993,152.007
27.993,152.609
27.993,154.415
27.993,155.017
27.993,155.619
27.993,155.92
27.993,156.221
28.294,9.933
28.294,11.137
28.294,11.739
28.294,13.545
28.294,14.147
28.294,15.351
28.294,15.953
28.294,17.157
28.294,17.759
28.294,18.361
28.294,128.528
28.294,129.13
